index,x,y,z,qx,qy,qz,qw,distance_from_prev,cumulative_distance
0,0.977161,-0.373754,0.0275811,0.542674,0.815215,0.0294466,0.200157,0,0
1,0.97772,-0.229744,0.028286,0.494127,0.80207,0.058109,0.330372,0.144013,0.144013
2,0.97772,-0.078398,0.028286,0.219786,0.904256,0.006742,0.366019,0.151346,0.295359
3,0.97772,0.072948,0.028286,-0.074251,0.925408,-0.04523,0.368866,0.151346,0.446705
4,0.97772,0.0759637,0.028286,-0.0772559,0.925675,-0.0456406,0.367524,0.00301566,0.44972
5,0.97772,0.0789793,0.028286,-0.0802635,0.925933,-0.0460511,0.366176,0.00301566,0.452736
6,0.97772,0.081995,0.028286,-0.0832734,0.926181,-0.0464616,0.364823,0.00301566,0.455752
7,0.97772,0.0850107,0.028286,-0.0862857,0.926419,-0.046872,0.363464,0.00301566,0.458767
8,0.97772,0.0880263,0.028286,-0.0893003,0.926646,-0.0472823,0.3621,0.00301566,0.461783
9,0.97772,0.091042,0.028286,-0.092317,0.926864,-0.0476925,0.36073,0.00301566,0.464799
10,0.97772,0.0940576,0.028286,-0.0953357,0.927071,-0.0481026,0.359355,0.00301566,0.467814
11,0.97772,0.0970733,0.028286,-0.0983564,0.927269,-0.0485126,0.357974,0.00301566,0.47083
12,0.97772,0.100089,0.028286,-0.101379,0.927456,-0.0489225,0.356588,0.00301566,0.473846
13,0.97772,0.103105,0.028286,-0.104403,0.927632,-0.0493321,0.355197,0.00301566,0.476861
14,0.97772,0.10612,0.028286,-0.107429,0.927799,-0.0497416,0.3538,0.00301566,0.479877
15,0.97772,0.109136,0.028286,-0.110457,0.927955,-0.0501509,0.352398,0.00301566,0.482893
16,0.97772,0.112152,0.028286,-0.113485,0.9281,-0.05056,0.350991,0.00301566,0.485908
17,0.97772,0.115167,0.028286,-0.116516,0.928235,-0.0509689,0.349579,0.00301566,0.488924
18,0.97772,0.118183,0.028286,-0.119547,0.92836,-0.0513776,0.348161,0.00301566,0.49194
19,0.97772,0.121199,0.028286,-0.12258,0.928474,-0.0517859,0.346739,0.00301566,0.494955
20,0.97772,0.124214,0.028286,-0.125613,0.928578,-0.0521941,0.345311,0.00301566,0.497971
21,0.97772,0.12723,0.028286,-0.128648,0.928671,-0.0526019,0.343878,0.00301566,0.500987
22,0.97772,0.130246,0.028286,-0.131683,0.928754,-0.0530095,0.34244,0.00301566,0.504002
23,0.97772,0.133261,0.028286,-0.134719,0.928826,-0.0534167,0.340997,0.00301566,0.507018
24,0.97772,0.136277,0.028286,-0.137756,0.928888,-0.0538236,0.33955,0.00301566,0.510034
25,0.97772,0.139293,0.028286,-0.140793,0.928939,-0.0542302,0.338097,0.00301566,0.513049
26,0.97772,0.142308,0.028286,-0.14383,0.928979,-0.0546365,0.336639,0.00301566,0.516065
27,0.97772,0.145324,0.028286,-0.146868,0.929008,-0.0550423,0.335177,0.00301566,0.519081
28,0.97772,0.14834,0.028286,-0.149906,0.929027,-0.0554478,0.33371,0.00301566,0.522096
29,0.97772,0.151355,0.028286,-0.152944,0.929035,-0.0558528,0.332238,0.00301566,0.525112
30,0.97772,0.154371,0.028286,-0.155982,0.929032,-0.0562575,0.330762,0.00301566,0.528128
31,0.97772,0.157387,0.028286,-0.15902,0.929019,-0.0566617,0.329281,0.00301566,0.531143
32,0.97772,0.160402,0.028286,-0.162058,0.928995,-0.0570655,0.327795,0.00301566,0.534159
33,0.97772,0.163418,0.028286,-0.165095,0.92896,-0.0574688,0.326305,0.00301566,0.537175
34,0.97772,0.166434,0.028286,-0.168132,0.928914,-0.0578717,0.32481,0.00301566,0.54019
35,0.97772,0.169449,0.028286,-0.171168,0.928857,-0.058274,0.323311,0.00301566,0.543206
36,0.97772,0.172465,0.028286,-0.174204,0.92879,-0.0586759,0.321807,0.00301566,0.546222
37,0.97772,0.175481,0.028286,-0.177238,0.928711,-0.0590772,0.320299,0.00301566,0.549237
38,0.97772,0.178496,0.028286,-0.180272,0.928622,-0.059478,0.318787,0.00301566,0.552253
39,0.97772,0.181512,0.028286,-0.183305,0.928522,-0.0598783,0.31727,0.00301566,0.555269
40,0.97772,0.184528,0.028286,-0.186337,0.928411,-0.060278,0.315749,0.00301566,0.558284
41,0.97772,0.187543,0.028286,-0.189368,0.928289,-0.0606771,0.314224,0.00301566,0.5613
42,0.97772,0.190559,0.028286,-0.192397,0.928157,-0.0610756,0.312695,0.00301566,0.564316
43,0.97772,0.193575,0.028286,-0.195425,0.928013,-0.0614735,0.311162,0.00301566,0.567331
44,0.97772,0.19659,0.028286,-0.198451,0.927859,-0.0618708,0.309625,0.00301566,0.570347
45,0.97772,0.199606,0.028286,-0.201475,0.927693,-0.0622674,0.308084,0.00301566,0.573363
46,0.97772,0.202622,0.028286,-0.204498,0.927517,-0.0626634,0.306538,0.00301566,0.576378
47,0.97772,0.205637,0.028286,-0.207519,0.92733,-0.0630588,0.30499,0.00301566,0.579394
48,0.97772,0.208653,0.028286,-0.210538,0.927132,-0.0634534,0.303437,0.00301566,0.58241
49,0.97772,0.211669,0.028286,-0.213555,0.926923,-0.0638474,0.30188,0.00301566,0.585425
50,0.97772,0.214684,0.028286,-0.21657,0.926703,-0.0642407,0.30032,0.00301566,0.588441
51,0.97772,0.2177,0.028286,-0.219582,0.926472,-0.0646332,0.298756,0.00301566,0.591457
52,0.97772,0.220716,0.028286,-0.222592,0.926231,-0.065025,0.297189,0.00301566,0.594472
53,0.97772,0.223731,0.028286,-0.2256,0.925978,-0.0654161,0.295618,0.00301566,0.597488
54,0.97772,0.226747,0.028286,-0.228605,0.925715,-0.0658064,0.294043,0.00301566,0.600504
55,0.97772,0.229762,0.028286,-0.231607,0.925441,-0.0661959,0.292465,0.00301566,0.603519
56,0.97772,0.232778,0.028286,-0.234606,0.925156,-0.0665846,0.290884,0.00301566,0.606535
57,0.97772,0.235794,0.028286,-0.237603,0.92486,-0.0669725,0.289299,0.00301566,0.609551
